Marca temporal,ID Único,Edad:,Género:,Nivel socioeconómico:,Grado de estudios:,Actualmente te encuentras:,Si actualmente trabajas. ¿En qué área trabajas?,Estado de origen:,Municipio de origen:,"1. Describa, ¿en qué situaciones últimamente ha sentido alegría?","2. Especifique, ¿en qué situaciones últimamente ha sentido ganas de llorar?","3. En las últimas dos semanas, ¿en qué momentos se ha sentido cansado?","4. ¿En qué situaciones de su día a día, puede identificar que se ha sentido preocupado?","5. Cuando la preocupación se hace presente en su vida, ¿cuáles son las sensaciones corporales que experimenta?","6. Si su escritor favorito le pidiera que le ayude a buscar el significado de la felicidad, ¿cuál sería la idea que usted escribiría?","7. Cuando tiene una elección importante que hacer, mencione ¿cuáles serían los pasos que seguiría para llegar a tomar una decisión?","8. Cuando sucede algo inesperado en su vida, por ejemplo: llegar tarde al trabajo, el automóvil se descompuso, se quedó sin batería el celular, olvidar las llaves, etc., describa ¿cómo reacciona ante estas situaciones?",9. Describa ¿En qué situaciones de su vida considera que se siente estresado o molesto?,"10. Por favor, describa brevemente ¿qué hace cuando tiene que enfrentar una situación difícil?"
4/24/2024 12:24:41,U5RVW5N7,22,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Al acabar un proyecto,Ninguna,Al tener muchos trabajos por hacer,No sé,Dolor de cabeza,La felicidad es vivir en armonía con uno mismo y los demás,"Recopilo información, analizo consecuencias y comparar sus posibles resultados",Mantengo la calma y busco soluciones prácticas,Con presión al tener muchos proyectos,"Ante situaciones difíciles, analizo y trato de  identificar opciones, busco apoyo si es necesario"
4/24/2024 12:25:11,NG3F2CJ4,22,Femenino,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Puebla,San Martín Texmelucan ,"Cuando paso tiempo con mis amigos, mi pareja y mi familia ",Cuando me siento muy estresada por la escuela y que los proyectos me sobre pasan ,"Cuando viajo a la escuela, ya que vivo lejos y normalmente tardo 1 hora o más, también llegó a hacer tarea y tengo que desvelarme ",Cuando alguna persona que me importa está pasando por algún problema o cuando tengo algún pendiente que no puedo resolver,"Tiendo a presentar gastritis, sueño durante el día, dolor de cabeza y síntomas de ansiedad ","La felicidad está en aquellas cosas que te hacen creer que vale la pena vivir, una persona, una mascota, un sentimiento que te haga sentir bien.","Analizar el panorama en el que me encuentro, consultar una opinión con las personas más allegadas a mi y fijar bien mis objetivos para tomar una buena decisión ","Al principio me pongo nerviosa y ansiosa, pero busco siempre de encontrar una solución ",Cuando hay discusiones familiares en casa y tareas o proyectos que me cuestan comprender ,"Yo soy una persona muy emocional y por lo tanto siento que hay varias cosas me afectan bastante tanto que se trate de una situación familiar, amigos o pareja. Me permito sentir las malas emociones y poco a poco voy enfrentando el problema "
4/24/2024 12:26:00,ETSMGZBD,21,Femenino,Bajo,Bachillerato,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Tlaxcala,Acuamanala ,Cuando practico mi hobby favorito ,Cuando no me salen mis prácticas ,Cuando tengo mucha tarea,Cuando sobrepienso los proyectos ,Sudoración en las manos y dolor de cabeza ,"Sentirte bien contigo, y disfrutar lo que haces ","Pensar bien las ventajas y desventajas de cada opción, y elegir la que más me convenga, o en su defecto, guiarme por mi instinto ",Me estresa ,Cuando sucede algo que no había planeado ,Intento mantener la calma 
4/24/2024 12:33:39,AY3IGV3Q,20,Masculino,Bajo,Licenciatura,Estudiando,Desempleo - Para quienes actualmente no están trabajando.,Puebla,Puebla,"Pues diario veo a mis amigos, y esas convivencias me alegra, sobre todo cuando hacemos bromas o nos quedamos jugando videojuegos mientras esperamos la próxima clase, también en el gym cuando puedo superar mis records, o levantar más peso, siento alegría de saber que estoy progresando, eso en el instante, pero a la larga me queda un sentimiento de satisfacción.
Ver sonreír a la chica que me gusta o cuando logra una meta también es bonito, más que nada tener esa sensación de ver que le va bien en la vida, me genera alegría","Soy una persona bastante fría, me lo mencionan y es que no suelo tener sentimientos tristes para llorar, de pequeño siempre se me decía que no debía llorar o el clásico de que me iban a dar razones de a deveras para llorar, entonces suelo retener emociones en ese aspecto.
Esta semana profesores que faltan, no explican y aun así dejan mil tareas y avances, el hecho de que se me junto todo y no supe por dónde empezar me causo cierta frustración con ganas de llorar.
igualmente hace no mucho falleció Akira Toriyama, y aunque no lo conocí en persona, fue parte importante de mi infancia y de la persona que soy ahora, es por eso que fue una gran pérdida que desanimo bastante durante algunos días.","Todos los días, incluyendo fines de semana, aunque intento dormir mis ocho horas, estar con el gym, la uni, las tareas, a veces las salidas con amigos y llegar a mi casa algunas veces a cocinar, me hacen sentir cansado todo el tiempo.
Intento rendir durante la semana, hay algunas clases en las que me gana el quedarme dormido de a ratos, y son los días Sábado y Domingo, donde siento las consecuencias pues, aunque pueda dormir a veces hasta 10 horas, no me siento con ganas para hacer nada.","Tengo varias lesiones en el cuerpo, pero sigo haciendo actividad física intensa, entonces trato de ir con calma, pero estar con el pensamiento de que, si me lastimo, no es algo que vaya a sanar rápido ni que sea barato, no me deja estar tranquilo
O cuando las cosas se me salen demasiado de control, intento tener plan a, b o c incluso si algo no va como lo planeado, intento improvisar, pero si muchas cosas empiezan a ocurrir, siento que no puedo controlar o resolver todos los problemas que se presentan, por ejemplo, esta semana debo pagar la tarjeta y un amigo al cual le hice una compra, todavía no me da el dinero que me debe, situaciones que no puedo apresurar, pero necesito que pasen, para que no haya consecuencias graves.","Presento un tic en la pierna izquierda, la muevo sin parar, o empiezo a jugar con las manos, a rascarme las palmas, y empiezo chocar uña con uña hasta que eventualmente se cortan.","Morir sin arrepentimientos, todas las acciones A siempre tendrán una consecuencia B inevitablemente, así mismo, todas las personas en algún momento morirían inevitablemente, no sabemos si en algún momento se cumplan esos clichés de cumplir nuestro propósito, o hacer realidad los sueños, por eso debes vivir la vida con la mayor libertad posible siempre también respetando y apoyando la libertad de los demás, así cualquiera podría morir con una sonrisa. ","1.- Analizar las consecuencias que tendrían en el instante siguiente después de escogerlas.
2.- Analizar consecuencias a futuro que puedan ser provocadas por la decisión tomada.
3.- Saber a quienes afecta y a quienes beneficia mi decisión.","Si ya ocurrió algo, pero tiene solución, acepto los hechos, pero tomo acción inmediata para solucionarlo, o a futuro para evitar que vuelva a pasar.
Creo que lo saque de una película, entonces a mi familia le pasan mucho este tipo de cosas, siempre lo que más molesta es el tiempo desperdiciado o las distancias que hay que viajar, pero siempre digo ""¿se murió alguien?, no, ¿verdad?, entonces ahorita lo resolvemos"".
es el típico ""ahorita vemos que pedo"" porque no tiene sentido lamentarse, si únicamente te quedas pensando en el hubiera, no va a pasar nada.","Odio tener que repetir cosas sobre todo cuando son de un tema serio, tengo amigos para todo, reuniones, trabajo, gustos, platicar, jugar, etc.
Suelo juntarme más con los amigos con los que se hace platica y bromas, pero con estos mismos hago equipo de trabajo, hay veces que se toman todo a juego y yo debo tener el cargo de líder para ver si así mínimo pueden hacer algo, luego de que les hecho la mano, se ponen en planes de que no quieren trabajar y en ocasiones se acaban mi paciencia.
También cuando tengo muchos pendientes, sé que debo cumplirlos como mi responsabilidad, pero también quiero ir al gimnasio como mi disciplina, a veces el entrenamiento no puedo hacerlo en 1 hora, y pensando en lo que debo hacer llegando a la casa no me deja realizar ninguna acción a la vez.","Pido ayuda, si bien se, soy muy orgulloso y quiero demostrar que casi todo puedo hacerlo solo yo, cuando de verdad no puedo, o veo algo que conscientemente me va a costar mucho, no tengo pena y pido ayuda, amigos o familia."
4/24/2024 12:38:17,EUW2F405,21,LGBT+,Medio,Licenciatura,Estudiando,Estudiante - Para quienes están en instituciones educativas.,Oaxaca,San Agustín Loxicha ,"En algún logro (personal o de un amigo), alguna noticia agradable.","Cuando estoy atascado, pero luego se me viene a la mente todo lo que he pasado (logros, tropiezos, experiencias) y simplemente sigo adelante.","Justamente ahora porque estamos en semana de evaluaciones. Es cuando se acumula todo (trabajos, tareas, proyectos) ","Son cosas pequeñas, cosas familiares, personales, etc... Pero en todo momento uno se siente preocupado.","Estrés, enojo, nervios.","La felicidad se encuentra en las pequeñas cosas de la vida, en los momentos simples y sinceros que nos llenan de alegría y gratitud. Es la sonrisa de un ser querido, el abrazo cálido en un día frío, la risa compartida en una conversación amena. La felicidad es sentirnos plenos y en paz con nosotros mismos y con el mundo que nos rodea, disfrutando cada instante y encontrando belleza en lo cotidiano.","Son muchas cosas que pasan antes de tomar una decisión (aunque sea mínimo). 
Par de preguntas, y cómo afectaría en un futuro. ","Lo primero que se me viene a la mente es ""ay, qué voy a hacer"".
Ya de ahí me calmo, veo que hay muchas otra soluciones y ya. ","Cuando algo me sale mal, o cosas similares.","Suelo tomarme un momento para reflexionar y calmarme. Luego, analizo la situación de manera objetiva, buscando posibles soluciones y considerando las consecuencias de cada opción. También suelo buscar apoyo en personas de confianza para obtener diferentes perspectivas y consejos. Finalmente, elijo la mejor opción y actúo con determinación y paciencia para resolver la situación de la mejor manera posible."
4/24/2024 12:53:16,ZLQAYMFG,21,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Tlaxcala,Zacatelco,Cuando juego videojuegos o estoy en el gimnasio me genera satisfacción y alegría.,Cuando no comprendo ciertas cuestiones escolares y en situaciones que me recuerdan acciones y situaciones de mi pasado como niño y como joven adulto.,Después de un día estresante o después de tener un conflicto en mi relación y a veces sin que pase nada en general.,Cuando se que algo está mal o se que mis acciones aunque no hayan sido malas pueden traer consecuencias o en general que algo me afecte aunque no tenga que ver con ello.,"Aveces un vacío en el estómago, y una especie de tic de ansiedad en la pierna que me hace moverla mucho ","Sentirte en armonía contigo mismo con lo que haces con lo que eres y con lo que vas a hacer, priorizandose como persona y siendo ético y moral con las personas en el proceso.","Calculo los riesgos de cada cosa, si le genera un problema a otras personas no lo hago, pero si me llegará afectar solo a mi priorizo esa elección y en caso de ser difícil, muy raras veces lo decido al azar.","Busco las soluciones posibles al problema, si no existe una solución que me ayude simplemente afronto la situación.","Cuando paso demasiado tiempo sin comprender cosas de cualquier tipo, cuando me interrumpen en cuestiones que yo considero importantes.","Me planteo el como superarlo física y emocionalmente, tratando de no ser afectado ni mis alrededores salgan afectados por como me sienta al respecto, de algún modo adaptando mi mente para decir que ya sucedió y ni modos."
4/24/2024 12:56:33,LQY5OSVH,22,Masculino,Medio,Licenciatura,Estudiando,"Tecnología e informática - Desarrolladores de software, técnicos de IT, analistas de sistemas, etc.",Puebla,Puebla,Haciendo deporte,Problemas personales   ,Mayor parte del tiempo por las labores académicas,Cuando sobrepienso,"Ansiedad con aceleración cardíaca, presión en el pecho, exceso de energía ",Ser el mismo sin miedo a los prejuicios ,"Analizar emociones, entrar en un punto neutro, analizar opciones, identificar el mejor y peor de los casos, optar por la opción más fiable",Externamente calmado y tolerante por dentro surge una ansiedad pero no la hago notoria,En situaciones donde el tiempo va en contra o exceso de trabajo,"Ordenar los pensamientos, analizar alternativas para actuar o no, buscar soluciones, mantener un control de la situación internamente "
4/24/2024 13:03:03,Y5I54ZU1,22,Femenino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Puebla,Puebla,Cuándo estoy con amigos ,Por estrés de la escuela ,Al llegar a mi casa ,Cuando se acercan exámenes ,Dolor estomacal ,Amistad ,Valorar la situación ,Con preocupación ,Después de un día pesado ,Trato de tomarlo con calma y ver todas las opciones 
4/24/2024 13:30:30,1Y7ATVYP,20,Masculino,Medio,Licenciatura,Estudiando,Otro - Para quienes no encajen en las categorías anteriores.,Oaxaca,Huajuapan de Leon ,Comprando tenis,Reprobar materias ,Después de clases,En la escuela por las materias y no poder aprender y rezagarme con lo que debería aprender,Mucho calor ,"Poder hacer lo que te gusta sin ninguna preocupación económica, emocional, etc. y comprar unos tenis ","Pensar en las posibilidades y repercusiones de la decisión, además de la honestidad ","Con calma, prefiero relajarme primero  ",Cuando ni me salen las cosas o me quedo sin tiempo  ,Pido ayuda con alguien que sepa o tenga más experiencia 
4/24/2024 13:43:01,U3RWWQRL,23,Femenino,Medio,Licenciatura,Ambos,"Comercio y ventas - Vendedores, gerentes de tienda, representantes de atención al cliente, etc.",Puebla,Puebla,Cuando dejo de sobrepensar,"Me considero una persona muy sentimental, así que lloro cuando estoy alegre, triste o enojada. ",La mayoría del tiempo,"La mayoría de mi día, estoy preocupado por el día de mañana ",Dolor de cabeza y nauseas.,Estar tranquilo y disfrutar mi día sin necesidad de sentirme una persona culpable.,"Pensar , preocuparme, llorar, buscar una solución, sobrepensar constantemente, escuchar consejos u opiniones de mi entorno y elegir. ",Llorar y después buscar una alternativa para solucionar. ,Cuando no tengo el control de las cosas o los planes.,"Pensar y buscar una solución de inmediato, tomando en cuenta los consejos de mi entorno. "
